Zmeny:
Hledani:
10 - 20: B=80.000000, D=2.000000, I=99.000000, J=11.000000, K=30.000000, L=100.000000, M=38.000000, P=40.000000, Q=70.000000, S=10.000000, T=151.000000
214 - 172: A=504.000000, B=546.000000, C=798.000000, D=42.000000, E=84.000000, F=378.000000, G=210.000000, H=279.000000, I=126.000000, J=84.000000, K=126.000000, L=546.000000, M=714.000000, N=210.000000, O=714.000000, P=630.000000, Q=84.000000, R=403.000000, S=420.000000, T=84.000000
1418 - 1880: A=3615.000000, B=5748.000000, C=1510.000000, D=7197.000000, E=2016.000000, F=2974.000000, G=3115.000000, H=4224.000000, I=1590.000000, J=7114.000000, K=2640.000000, L=5562.000000, M=4818.000000, N=1825.000000, O=4845.000000, P=6684.000000, Q=5433.000000, R=4755.000000, S=1146.000000, T=7103.000000
1126 - 1073: A=742.000000, B=636.000000, C=371.000000, D=954.000000, E=795.000000, F=636.000000, G=530.000000, H=848.000000, I=318.000000, J=1007.000000, K=901.000000, L=954.000000, M=106.000000, N=954.000000, O=636.000000, P=371.000000, Q=742.000000, R=530.000000, S=636.000000, T=795.000000
509 - 220: A=751.000000, B=3757.000000, C=5483.000000, D=2429.000000, E=1088.000000, F=2864.000000, G=1726.000000, H=953.000000, I=867.000000, J=909.000000, K=867.000000, L=3297.000000, M=4913.000000, N=1445.000000, O=4913.000000, P=4335.000000, Q=1734.000000, R=3584.000000, S=2890.000000, T=2536.000000
1590 - 1791: A=1618.000000, B=3025.000000, C=603.000000, D=3609.000000, E=1264.000000, F=1206.000000, G=1128.000000, H=1206.000000, I=558.000000, J=3487.000000, K=1728.000000, L=2466.000000, M=2211.000000, N=603.000000, O=2823.000000, P=3417.000000, Q=2283.000000, R=2423.000000, T=3246.000000
789 - 1053: A=3696.000000, B=362.000000, C=1848.000000, D=4752.000000, E=3826.000000, F=3168.000000, G=822.000000, H=1712.000000, I=2027.000000, J=5016.000000, K=2234.000000, L=4752.000000, M=528.000000, N=4752.000000, O=3168.000000, P=1848.000000, Q=3649.000000, R=1888.000000, S=2652.000000, T=3960.000000
1451 - 1016: A=6090.000000, B=4857.000000, C=4380.000000, D=8056.000000, E=4314.000000, F=5210.000000, G=4350.000000, H=6950.000000, I=2610.000000, J=7967.000000, K=6075.000000, L=7830.000000, M=1419.000000, N=4260.000000, O=5220.000000, P=3045.000000, Q=6090.000000, R=4350.000000, S=5158.000000, T=3739.000000
593 - 912: A=4115.000000, B=1713.000000, C=3873.000000, D=5742.000000, E=3032.000000, F=2658.000000, G=394.000000, H=1278.000000, I=2401.000000, J=6061.000000, K=957.000000, L=4235.000000, M=902.000000, N=5508.000000, O=4143.000000, P=3417.000000, Q=2761.000000, R=2115.000000, S=3190.000000, T=2139.000000
1904 - 1085: A=8277.000000, B=9744.000000, C=5269.000000, D=13384.000000, E=5163.000000, F=6970.000000, G=6517.000000, H=9840.000000, I=3588.000000, J=13209.000000, K=7377.000000, L=11556.000000, M=5736.000000, N=4579.000000, O=8841.000000, P=9015.000000, Q=10230.000000, R=8085.000000, S=5142.000000, T=9279.000000
85 - 1350: A=12832.000000, B=11647.000000, C=16948.000000, D=17554.000000, E=10534.000000, F=12489.000000, G=6968.000000, H=9296.000000, I=6880.000000, J=17368.000000, K=9287.000000, L=17869.000000, M=10456.000000, N=13288.000000, O=17991.000000, P=14103.000000, Q=11703.000000, R=11910.000000, S=13256.000000, T=9076.000000
710 - 675: A=490.000000, B=245.000000, C=595.000000, D=630.000000, E=140.000000, F=210.000000, G=35.000000, H=140.000000, I=315.000000, J=665.000000, K=105.000000, L=455.000000, M=70.000000, N=630.000000, O=420.000000, P=525.000000, Q=210.000000, R=85.000000, S=350.000000, T=35.000000
1677 - 1337: A=4088.000000, B=4680.000000, C=2572.000000, D=6460.000000, E=1772.000000, F=3202.000000, G=3316.000000, H=4290.000000, I=2026.000000, J=5780.000000, K=2148.000000, L=6120.000000, M=3263.000000, N=1378.000000, O=4299.000000, P=4140.000000, Q=4527.000000, R=3400.000000, S=2118.000000, T=4907.000000
1640 - 503: A=13836.000000, B=10545.000000, C=11350.000000, D=20530.000000, E=10156.000000, F=11654.000000, G=7503.000000, H=11366.000000, I=7121.000000, J=20927.000000, K=9735.000000, L=18249.000000, M=6138.000000, N=12859.000000, O=14517.000000, P=11253.000000, Q=13424.000000, R=10925.000000, S=11038.000000, T=10552.000000
657 - 471: A=667.000000, B=2106.000000, C=3230.000000, D=2581.000000, E=744.000000, F=1748.000000, G=871.000000, H=610.000000, I=558.000000, J=3114.000000, K=558.000000, L=1998.000000, M=2466.000000, N=1528.000000, O=3157.000000, P=2790.000000, Q=1116.000000, R=3162.000000, S=1860.000000, T=186.000000
1457 - 368: A=11958.000000, B=9615.000000, C=13110.000000, D=18267.000000, E=9684.000000, F=11540.000000, G=6483.000000, H=9623.000000, I=6428.000000, J=18315.000000, K=8973.000000, L=16280.000000, M=6420.000000, N=12831.000000, O=14508.000000, P=10607.000000, Q=11831.000000, R=11134.000000, S=11710.000000, T=8207.000000
281 - 547: A=266.000000, B=3458.000000, C=4970.000000, D=2739.000000, E=1048.000000, F=2847.000000, G=1596.000000, H=798.000000, I=798.000000, J=1509.000000, K=798.000000, L=2808.000000, M=4522.000000, N=1330.000000, O=4522.000000, P=3990.000000, Q=1596.000000, R=3918.000000, S=2660.000000, T=1932.000000
669 - 516: A=790.000000, B=1629.000000, C=2601.000000, D=2572.000000, E=612.000000, F=1190.000000, G=613.000000, H=523.000000, I=459.000000, J=2907.000000, K=459.000000, L=1794.000000, M=1725.000000, N=1519.000000, O=2536.000000, P=2295.000000, Q=918.000000, R=2601.000000, S=1530.000000, T=153.000000
1635 - 808: A=11032.000000, B=7747.000000, C=6656.000000, D=15296.000000, E=8280.000000, F=9298.000000, G=6623.000000, H=10218.000000, I=5348.000000, J=15047.000000, K=8775.000000, L=14886.000000, M=3859.000000, N=8758.000000, O=10017.000000, P=7129.000000, Q=11534.000000, R=7670.000000, S=7988.000000, T=9803.000000
1837 - 861: A=11413.000000, B=10364.000000, C=6837.000000, D=17326.000000, E=8389.000000, F=9658.000000, G=7386.000000, H=11218.000000, I=5159.000000, J=17465.000000, K=9939.000000, L=15588.000000, M=5975.000000, N=8410.000000, O=11529.000000, P=10192.000000, Q=13087.000000, R=10149.000000, S=7458.000000, T=12316.000000
947 - 159: A=6172.000000, B=7334.000000, C=12188.000000, D=10101.000000, E=5057.000000, F=7323.000000, G=2964.000000, H=3104.000000, I=3983.000000, J=9353.000000, K=2364.000000, L=9817.000000, M=8350.000000, N=8258.000000, O=11941.000000, P=10172.000000, Q=5721.000000, R=7880.000000, S=7880.000000, T=5406.000000
1823 - 717: A=13429.000000, B=10994.000000, C=8245.000000, D=19848.000000, E=10164.000000, F=10960.000000, G=7488.000000, H=11710.000000, I=6455.000000, J=20106.000000, K=10371.000000, L=17293.000000, M=6109.000000, N=10960.000000, O=13257.000000, P=11154.000000, Q=14111.000000, R=10369.000000, S=8898.000000, T=13328.000000
1930 - 1651: A=947.000000, B=2430.000000, C=504.000000, D=2770.000000, E=776.000000, F=900.000000, G=902.000000, H=1986.000000, I=192.000000, J=3153.000000, K=1179.000000, L=1368.000000, M=2255.000000, N=837.000000, O=1908.000000, P=3553.000000, Q=2487.000000, R=2425.000000, T=3375.000000
510 - 448: A=62.000000, B=806.000000, C=1168.000000, D=310.000000, E=248.000000, F=868.000000, G=372.000000, H=186.000000, I=186.000000, J=436.000000, K=186.000000, L=496.000000, M=1054.000000, N=310.000000, O=1054.000000, P=930.000000, Q=372.000000, R=1054.000000, S=620.000000, T=62.000000
1354 - 803: A=7714.000000, B=3906.000000, C=4568.000000, D=10047.000000, E=6987.000000, F=6612.000000, G=3818.000000, H=6472.000000, I=3707.000000, J=10365.000000, K=7153.000000, L=9918.000000, M=1102.000000, N=7630.000000, O=6612.000000, P=3857.000000, Q=7779.000000, R=4870.000000, S=6124.000000, T=5694.000000
565 - 1058: A=6187.000000, B=2266.000000, C=5371.000000, D=8874.000000, E=5204.000000, F=4578.000000, G=1311.000000, H=2648.000000, I=3443.000000, J=9367.000000, K=2991.000000, L=7227.000000, M=1670.000000, N=8276.000000, O=6371.000000, P=4859.000000, Q=5063.000000, R=4051.000000, S=4952.000000, T=4357.000000
328 - 648: A=684.000000, B=3884.000000, C=5794.000000, D=4113.000000, E=1264.000000, F=3054.000000, G=1720.000000, H=1003.000000, I=960.000000, J=3334.000000, K=960.000000, L=3470.000000, M=4879.000000, N=2081.000000, O=5440.000000, P=4800.000000, Q=1920.000000, R=5024.000000, S=3200.000000, T=1328.000000
906 - 1585: A=9110.000000, B=6899.000000, C=5820.000000, D=12582.000000, E=6410.000000, F=7822.000000, G=6025.000000, H=9524.000000, I=4168.000000, J=12335.000000, K=8031.000000, L=12222.000000, M=3113.000000, N=6844.000000, O=8091.000000, P=5593.000000, Q=9565.000000, R=6790.000000, S=7008.000000, T=7533.000000
931 - 119: A=6490.000000, B=7838.000000, C=12836.000000, D=9853.000000, E=5169.000000, F=7427.000000, G=3148.000000, H=3248.000000, I=4050.000000, J=9129.000000, K=2436.000000, L=9969.000000, M=8998.000000, N=7970.000000, O=12429.000000, P=10660.000000, Q=5544.000000, R=7720.000000, S=8120.000000, T=5246.000000
1065 - 339: A=6511.000000, B=5288.000000, C=9594.000000, D=11443.000000, E=6197.000000, F=7119.000000, G=2737.000000, H=3438.000000, I=4163.000000, J=11235.000000, K=3788.000000, L=9601.000000, M=5526.000000, N=9532.000000, O=10297.000000, P=8298.000000, Q=6517.000000, R=7591.000000, S=7296.000000, T=5542.000000
149 - 969: A=6602.000000, B=7486.000000, C=12532.000000, D=10507.000000, E=5423.000000, F=7677.000000, G=3036.000000, H=3296.000000, I=4157.000000, J=9791.000000, K=2726.000000, L=10343.000000, M=8564.000000, N=8654.000000, O=12375.000000, P=10476.000000, Q=6049.000000, R=8100.000000, S=8200.000000, T=5756.000000
1885 - 1994: G=102.000000, H=1008.000000, N=231.000000, Q=90.000000
24 - 937: A=7946.000000, B=8237.000000, C=13943.000000, D=10056.000000, E=5991.000000, F=8082.000000, G=3437.000000, H=4088.000000, I=4565.000000, J=10288.000000, K=2739.000000, L=11045.000000, M=10789.000000, N=8078.000000, O=13694.000000, P=12028.000000, Q=6147.000000, R=7780.000000, S=8971.000000, T=5779.000000
54 - 871: A=6572.000000, B=7931.000000, C=13211.000000, D=8838.000000, E=4831.000000, F=7020.000000, G=3345.000000, H=3346.000000, I=3952.000000, J=8704.000000, K=2451.000000, L=9557.000000, M=10087.000000, N=6890.000000, O=12638.000000, P=11215.000000, Q=4995.000000, R=7216.000000, S=8215.000000, T=4476.000000
602 - 798: A=2510.000000, B=1518.000000, C=2922.000000, D=3528.000000, E=1290.000000, F=1236.000000, G=226.000000, H=781.000000, I=1356.000000, J=3724.000000, K=588.000000, L=2066.000000, M=584.000000, N=3411.000000, O=2622.000000, P=2484.000000, Q=1176.000000, R=1502.000000, S=1960.000000, T=420.000000
1112 - 1966: A=7899.000000, B=9420.000000, C=5080.000000, D=12898.000000, E=4758.000000, F=6646.000000, G=6292.000000, H=10152.000000, I=3426.000000, J=12696.000000, K=6918.000000, L=11070.000000, M=5682.000000, N=4267.000000, O=8517.000000, P=8826.000000, Q=9852.000000, R=7815.000000, S=4818.000000, T=8874.000000
996 - 858: A=1932.000000, B=138.000000, C=966.000000, D=2484.000000, E=1936.000000, F=1656.000000, G=183.000000, H=734.000000, I=1064.000000, J=2622.000000, K=1058.000000, L=2484.000000, M=276.000000, N=2484.000000, O=1656.000000, P=966.000000, Q=2184.000000, R=1180.000000, S=1380.000000, T=2070.000000
1713 - 1465: A=2728.000000, B=3684.000000, C=984.000000, D=4712.000000, E=1548.000000, F=1920.000000, G=2144.000000, H=2458.000000, I=1308.000000, J=4216.000000, K=1784.000000, L=4464.000000, M=2728.000000, N=834.000000, O=3303.000000, P=3856.000000, Q=3167.000000, R=2480.000000, S=582.000000, T=3968.000000
1495 - 386: A=12358.000000, B=9891.000000, C=12958.000000, D=18701.000000, E=9764.000000, F=11758.000000, G=6755.000000, H=10177.000000, I=6602.000000, J=18925.000000, K=9109.000000, L=16730.000000, M=6532.000000, N=13009.000000, O=14658.000000, P=10603.000000, Q=12255.000000, R=11280.000000, S=12100.000000, T=8545.000000
1901 - 575: A=14832.000000, B=12204.000000, C=10659.000000, D=22564.000000, E=10732.000000, F=11812.000000, G=8029.000000, H=12854.000000, I=7163.000000, J=22899.000000, K=10797.000000, L=19139.000000, M=7290.000000, N=13282.000000, O=15366.000000, P=13913.000000, Q=15611.000000, R=12236.000000, S=10318.000000, T=14031.000000
200 - 462: A=944.000000, B=3406.000000, C=4978.000000, D=2214.000000, E=940.000000, F=2386.000000, G=1544.000000, H=977.000000, I=786.000000, J=602.000000, K=786.000000, L=3181.000000, M=4454.000000, N=1310.000000, O=4454.000000, P=3930.000000, Q=1512.000000, R=2850.000000, S=2620.000000, T=2529.000000
29 - 1974: A=18295.000000, B=18485.000000, C=20203.000000, D=26099.000000, E=13270.000000, F=16783.000000, G=10992.000000, H=16276.000000, I=9046.000000, J=26254.000000, K=12435.000000, L=25215.000000, M=16726.000000, N=15495.000000, O=24311.000000, P=22059.000000, Q=18459.000000, R=17345.000000, S=15664.000000, T=17213.000000
1854 - 1427: A=3489.000000, B=5640.000000, C=1492.000000, D=7021.000000, E=1980.000000, F=2866.000000, G=2947.000000, H=3912.000000, I=1536.000000, J=6961.000000, K=2595.000000, L=5400.000000, M=4697.000000, N=1675.000000, O=4737.000000, P=6519.000000, Q=5073.000000, R=4665.000000, S=1038.000000, T=6925.000000
1861 - 86: A=17385.000000, B=18209.000000, C=19690.000000, D=26042.000000, E=12814.000000, F=16278.000000, G=10701.000000, H=14476.000000, I=8870.000000, J=25627.000000, K=12264.000000, L=24645.000000, M=15643.000000, N=15192.000000, O=23639.000000, P=21248.000000, Q=17907.000000, R=17345.000000, S=15208.000000, T=16901.000000
1129 - 784: A=4830.000000, B=1309.000000, C=2415.000000, D=6210.000000, E=5041.000000, F=4116.000000, G=1587.000000, H=2948.000000, I=2528.000000, J=6555.000000, K=3541.000000, L=6210.000000, M=690.000000, N=6210.000000, O=4140.000000, P=2415.000000, Q=4743.000000, R=2658.000000, S=3614.000000, T=5142.000000
789 - 480: A=2506.000000, B=2949.000000, C=4983.000000, D=4912.000000, E=1643.000000, F=2420.000000, G=949.000000, H=1111.000000, I=1641.000000, J=5583.000000, K=927.000000, L=3115.000000, M=2577.000000, N=3859.000000, O=4588.000000, P=4251.000000, Q=1854.000000, R=3558.000000, S=3090.000000, T=407.000000
357 - 1382: A=10931.000000, B=8858.000000, C=12518.000000, D=17018.000000, E=9428.000000, F=10761.000000, G=5799.000000, H=8456.000000, I=6011.000000, J=17062.000000, K=8631.000000, L=15073.000000, M=5854.000000, N=12412.000000, O=13795.000000, P=10247.000000, Q=10847.000000, R=10527.000000, S=10920.000000, T=7172.000000
91 - 1455: A=14212.000000, B=12895.000000, C=18293.000000, D=19543.000000, E=10906.000000, F=13725.000000, G=7988.000000, H=10940.000000, I=7462.000000, J=19087.000000, K=9794.000000, L=19699.000000, M=11137.000000, N=13804.000000, O=19173.000000, P=14748.000000, Q=13113.000000, R=12960.000000, S=14456.000000, T=10380.000000
879 - 940: A=854.000000, B=61.000000, C=427.000000, D=1098.000000, E=855.000000, F=732.000000, G=61.000000, H=314.000000, I=513.000000, J=1159.000000, K=183.000000, L=1098.000000, M=122.000000, N=1098.000000, O=732.000000, P=427.000000, Q=1037.000000, R=578.000000, S=610.000000, T=915.000000
1526 - 1566: A=440.000000, B=600.000000, C=200.000000, D=760.000000, E=160.000000, F=400.000000, G=400.000000, H=600.000000, I=240.000000, J=680.000000, K=200.000000, L=720.000000, M=440.000000, N=120.000000, O=600.000000, P=680.000000, Q=549.000000, R=400.000000, T=640.000000
1080 - 737: A=4802.000000, B=1050.000000, C=2601.000000, D=6174.000000, E=4846.000000, F=3810.000000, G=1144.000000, H=2352.000000, I=2657.000000, J=6517.000000, K=2849.000000, L=5634.000000, M=686.000000, N=6174.000000, O=4116.000000, P=2433.000000, Q=4339.000000, R=2262.000000, S=3496.000000, T=4515.000000
1550 - 1691: A=1551.000000, B=2115.000000, C=493.000000, D=2679.000000, E=1032.000000, F=938.000000, G=1228.000000, H=966.000000, I=798.000000, J=2397.000000, K=1161.000000, L=2538.000000, M=1551.000000, N=423.000000, O=2115.000000, P=2397.000000, Q=1713.000000, R=1410.000000, T=2256.000000
1960 - 1635: A=1123.000000, B=2670.000000, C=552.000000, D=3074.000000, E=904.000000, F=996.000000, G=1062.000000, H=2442.000000, I=288.000000, J=3425.000000, K=1323.000000, L=1656.000000, M=2431.000000, N=975.000000, O=2148.000000, P=3825.000000, Q=2679.000000, R=2585.000000, T=3631.000000
1698 - 1386: A=3633.000000, B=4407.000000, C=1704.000000, D=5928.000000, E=1744.000000, F=2740.000000, G=2889.000000, H=3632.000000, I=1782.000000, J=5304.000000, K=2044.000000, L=5616.000000, M=3396.000000, N=1343.000000, O=4026.000000, P=4154.000000, Q=4093.000000, R=3120.000000, S=1530.000000, T=4992.000000
1653 - 1520: A=1463.000000, B=1995.000000, C=529.000000, D=2527.000000, E=848.000000, F=1010.000000, G=1330.000000, H=1218.000000, I=798.000000, J=2261.000000, K=969.000000, L=2394.000000, M=1463.000000, N=399.000000, O=1935.000000, P=2261.000000, Q=1677.000000, R=1330.000000, T=2128.000000
450 - 1388: A=10922.000000, B=7721.000000, C=10865.000000, D=16007.000000, E=9096.000000, F=10028.000000, G=5301.000000, H=8273.000000, I=5768.000000, J=16936.000000, K=8382.000000, L=14137.000000, M=4285.000000, N=11959.000000, O=12286.000000, P=8894.000000, Q=10373.000000, R=9306.000000, S=10062.000000, T=6573.000000
1251 - 1147: A=1456.000000, B=1248.000000, C=826.000000, D=1898.000000, E=1549.000000, F=1248.000000, G=1040.000000, H=1664.000000, I=624.000000, J=1976.000000, K=1768.000000, L=1872.000000, M=208.000000, N=1232.000000, O=1248.000000, P=728.000000, Q=1456.000000, R=1040.000000, S=1248.000000, T=416.000000
1439 - 130: A=13448.000000, B=12493.000000, C=17542.000000, D=19200.000000, E=10530.000000, F=13488.000000, G=7633.000000, H=10450.000000, I=7054.000000, J=18485.000000, K=9597.000000, L=19025.000000, M=10268.000000, N=13628.000000, O=18338.000000, P=14051.000000, Q=12667.000000, R=12800.000000, S=13874.000000, T=10046.000000
1102 - 333: A=7035.000000, B=5810.000000, C=9967.000000, D=12205.000000, E=6776.000000, F=7617.000000, G=3143.000000, H=4048.000000, I=4403.000000, J=11950.000000, K=4435.000000, L=10345.000000, M=5702.000000, N=10228.000000, O=10843.000000, P=8647.000000, Q=7071.000000, R=8039.000000, S=7800.000000, T=6187.000000
398 - 373: A=25.000000, B=325.000000, C=475.000000, D=400.000000, E=96.000000, F=225.000000, G=150.000000, H=75.000000, I=75.000000, J=50.000000, K=75.000000, L=325.000000, M=425.000000, N=125.000000, O=425.000000, P=375.000000, Q=150.000000, R=325.000000, S=250.000000, T=375.000000
1779 - 1299: A=5281.000000, B=6666.000000, C=3479.000000, D=9078.000000, E=2492.000000, F=4270.000000, G=4002.000000, H=5510.000000, I=2304.000000, J=8212.000000, K=3712.000000, L=7704.000000, M=4461.000000, N=1760.000000, O=6245.000000, P=6140.000000, Q=6190.000000, R=5129.000000, S=2574.000000, T=6671.000000
322 - 388: A=66.000000, B=858.000000, C=1254.000000, D=1056.000000, E=264.000000, F=594.000000, G=396.000000, H=198.000000, I=198.000000, J=132.000000, K=198.000000, L=858.000000, M=1122.000000, N=330.000000, O=1122.000000, P=990.000000, Q=396.000000, R=858.000000, S=660.000000, T=990.000000
1681 - 524: A=14266.000000, B=10887.000000, C=11112.000000, D=21204.000000, E=10400.000000, F=11606.000000, G=7675.000000, H=11549.000000, I=7286.000000, J=21225.000000, K=10041.000000, L=18819.000000, M=6232.000000, N=12877.000000, O=14775.000000, P=11635.000000, Q=13790.000000, R=10978.000000, S=10828.000000, T=11187.000000
598 - 1043: A=5944.000000, B=1799.000000, C=4705.000000, D=8010.000000, E=4847.000000, F=4200.000000, G=963.000000, H=2309.000000, I=3254.000000, J=8455.000000, K=2637.000000, L=6528.000000, M=1114.000000, N=7841.000000, O=5630.000000, P=4259.000000, Q=4655.000000, R=3340.000000, S=4450.000000, T=4099.000000
39 - 657: A=3846.000000, B=6955.000000, C=10848.000000, D=5001.000000, E=2786.000000, F=5373.000000, G=3146.000000, H=2760.000000, I=2119.000000, J=4803.000000, K=1854.000000, L=7042.000000, M=9944.000000, N=3038.000000, O=10250.000000, P=9270.000000, Q=3330.000000, R=6503.000000, S=6156.000000, T=3134.000000
1786 - 1797: B=176.000000, C=33.000000, D=55.000000, F=66.000000, G=33.000000, H=66.000000, J=209.000000, M=121.000000, N=33.000000, P=187.000000, Q=99.000000, R=187.000000, T=187.000000
524 - 730: A=1636.000000, B=1964.000000, C=3502.000000, D=3630.000000, E=824.000000, F=1444.000000, G=626.000000, H=743.000000, I=978.000000, J=3914.000000, K=618.000000, L=2367.000000, M=1711.000000, N=2577.000000, O=3132.000000, P=3090.000000, Q=1236.000000, R=2692.000000, S=2060.000000, T=206.000000
1572 - 1873: A=1816.000000, B=3615.000000, C=767.000000, D=4271.000000, E=1400.000000, F=1378.000000, G=1554.000000, H=1806.000000, I=666.000000, J=4496.000000, K=1870.000000, L=2790.000000, M=3124.000000, N=903.000000, O=3093.000000, P=4896.000000, Q=3237.000000, R=3215.000000, T=4639.000000
565 - 418: A=147.000000, B=1911.000000, C=2673.000000, D=1190.000000, E=588.000000, F=1770.000000, G=882.000000, H=441.000000, I=441.000000, J=1577.000000, K=441.000000, L=1226.000000, M=2499.000000, N=735.000000, O=2499.000000, P=2205.000000, Q=882.000000, R=2443.000000, S=1470.000000, T=147.000000
1947 - 939: A=10321.000000, B=10286.000000, C=6291.000000, D=16012.000000, E=7277.000000, F=8722.000000, G=7554.000000, H=11912.000000, I=4492.000000, J=15983.000000, K=9705.000000, L=14184.000000, M=6028.000000, N=7336.000000, O=10593.000000, P=10037.000000, Q=12283.000000, R=9545.000000, S=6678.000000, T=11469.000000
1974 - 1653: A=925.000000, B=2400.000000, C=498.000000, D=2732.000000, E=760.000000, F=888.000000, G=882.000000, H=2442.000000, I=180.000000, J=3119.000000, K=1161.000000, L=1332.000000, M=2233.000000, N=927.000000, O=1878.000000, P=3519.000000, Q=2463.000000, R=2405.000000, T=3343.000000
1302 - 1092: A=2940.000000, B=2520.000000, C=1645.000000, D=3857.000000, E=2578.000000, F=2520.000000, G=2100.000000, H=3360.000000, I=1260.000000, J=3990.000000, K=3570.000000, L=3780.000000, M=420.000000, N=2324.000000, O=2520.000000, P=1470.000000, Q=2940.000000, R=2100.000000, S=2520.000000, T=1203.000000
1800 - 637: A=14549.000000, B=11454.000000, C=9548.000000, D=21173.000000, E=10484.000000, F=11434.000000, G=7499.000000, H=11892.000000, I=6977.000000, J=21189.000000, K=10611.000000, L=18333.000000, M=6016.000000, N=12331.000000, O=14312.000000, P=11963.000000, Q=14384.000000, R=10723.000000, S=9698.000000, T=13017.000000
1683 - 180: A=15534.000000, B=15389.000000, C=17616.000000, D=23786.000000, E=11644.000000, F=15052.000000, G=9697.000000, H=12844.000000, I=8328.000000, J=22533.000000, K=11091.000000, L=22792.000000, M=12102.000000, N=14603.000000, O=20653.000000, P=16829.000000, Q=15738.000000, R=15162.000000, S=14268.000000, T=13850.000000
1180 - 1629: A=5758.000000, B=5844.000000, C=4034.000000, D=8486.000000, E=2786.000000, F=4798.000000, G=4490.000000, H=6514.000000, I=2694.000000, J=7877.000000, K=4385.000000, L=8082.000000, M=3049.000000, N=2044.000000, O=5463.000000, P=4423.000000, Q=6149.000000, R=4490.000000, S=4002.000000, T=4721.000000
396 - 775: A=2394.000000, B=3943.000000, C=6481.000000, D=5311.000000, E=1753.000000, F=3204.000000, G=1439.000000, H=1307.000000, I=1767.000000, J=5611.000000, K=1137.000000, L=3640.000000, M=3977.000000, N=4027.000000, O=5848.000000, P=5413.000000, Q=2274.000000, R=4814.000000, S=3790.000000, T=435.000000
1903 - 189: A=16021.000000, B=17222.000000, C=17853.000000, D=25939.000000, E=12146.000000, F=15679.000000, G=10312.000000, H=14260.000000, I=8321.000000, J=25124.000000, K=11955.000000, L=23467.000000, M=13852.000000, N=15218.000000, O=21928.000000, P=19703.000000, Q=17823.000000, R=17150.000000, S=14178.000000, T=16695.000000
1671 - 374: A=14306.000000, B=12687.000000, C=13894.000000, D=22237.000000, E=10904.000000, F=13234.000000, G=8545.000000, H=11939.000000, I=7686.000000, J=21941.000000, K=10401.000000, L=20054.000000, M=8672.000000, N=13597.000000, O=17175.000000, P=13715.000000, Q=14570.000000, R=13196.000000, S=12328.000000, T=11541.000000
751 - 1544: A=10829.000000, B=6721.000000, C=6760.000000, D=14593.000000, E=8516.000000, F=9098.000000, G=5770.000000, H=9720.000000, I=5315.000000, J=14583.000000, K=8259.000000, L=13986.000000, M=2972.000000, N=9511.000000, O=9336.000000, P=5981.000000, Q=10751.000000, R=6874.000000, S=8558.000000, T=8768.000000
1308 - 1160: A=2072.000000, B=1776.000000, C=1217.000000, D=2747.000000, E=1582.000000, F=1776.000000, G=1480.000000, H=2368.000000, I=888.000000, J=2800.000000, K=2516.000000, L=2664.000000, M=296.000000, N=1112.000000, O=1776.000000, P=1036.000000, Q=2072.000000, R=1480.000000, S=1776.000000, T=575.000000
1773 - 994: A=9551.000000, B=9631.000000, C=5768.000000, D=14570.000000, E=6528.000000, F=7894.000000, G=7034.000000, H=10124.000000, I=4134.000000, J=13893.000000, K=8843.000000, L=13194.000000, M=5005.000000, N=5824.000000, O=9821.000000, P=8173.000000, Q=10406.000000, R=8077.000000, S=6128.000000, T=9233.000000
1565 - 105: A=15226.000000, B=14451.000000, C=18647.000000, D=21619.000000, E=11234.000000, F=14811.000000, G=9018.000000, H=12586.000000, I=8010.000000, J=20803.000000, K=10302.000000, L=21539.000000, M=12081.000000, N=14304.000000, O=20158.000000, P=15948.000000, Q=14515.000000, R=14060.000000, S=15018.000000, T=12112.000000
755 - 1437: A=9548.000000, B=5208.000000, C=6157.000000, D=12488.000000, E=8039.000000, F=7986.000000, G=4696.000000, H=7992.000000, I=4637.000000, J=12688.000000, K=7712.000000, L=12060.000000, M=1787.000000, N=8804.000000, O=8184.000000, P=4774.000000, Q=9229.000000, R=5796.000000, S=7600.000000, T=7052.000000
1937 - 985: A=9677.000000, B=10240.000000, C=5969.000000, D=15184.000000, E=6663.000000, F=8170.000000, G=7508.000000, H=11516.000000, I=4188.000000, J=15109.000000, K=9077.000000, L=13356.000000, M=5936.000000, N=6478.000000, O=10041.000000, P=9715.000000, Q=11630.000000, R=9085.000000, S=6218.000000, T=10779.000000
1544 - 718: A=11291.000000, B=6952.000000, C=7321.000000, D=15187.000000, E=8648.000000, F=9296.000000, G=5803.000000, H=9852.000000, I=5612.000000, J=15210.000000, K=8358.000000, L=13986.000000, M=3038.000000, N=10105.000000, O=9732.000000, P=6396.000000, Q=10949.000000, R=6940.000000, S=8888.000000, T=8801.000000
1889 - 1415: A=3657.000000, B=5784.000000, C=1516.000000, D=7254.000000, E=2028.000000, F=3010.000000, G=3172.000000, H=4380.000000, I=1608.000000, J=7165.000000, K=2655.000000, L=5616.000000, M=4851.000000, N=1858.000000, O=4881.000000, P=6705.000000, Q=5556.000000, R=4785.000000, S=1182.000000, T=7151.000000
