[105089-108316: A=218.14],
[102618-103020: A=111.84],
[186520-271426: A=8.24],
[159741-195129: A=42.24],
[155670-159816: A=46.71],
[181826-261781: A=107.04],
[128799-149361: A=212.39],
[111138-119317: A=227.07],
[199586-213578: A=244.34],
[194243-218329: A=75.62],
[161546-189631: A=94.96],
[131618-141848: A=234.08],
[166178-224174: A=22.19],
[158884-191288: A=143.80],
[109689-109999: A=189.82],
[118138-134981: A=202.12],
[166430-198121: A=63.41],
[153379-156137: A=54.63],
[123279-142634: A=147.45],
[164885-188681: A=89.60],
[131586-140754: A=43.60],
[140212-179784: A=50.75],
[194030-237447: A=114.19],
[198832-198984: A=144.38],
[188244-219945: A=220.64],
[113374-125432: A=169.25],
[166506-179954: A=216.49],
[141492-148668: A=178.95],
[129413-152244: A=236.44],
[186283-268224: A=194.71],
[148345-184546: A=104.03],
[118850-128573: A=23.16],
[187374-256068: A=139.15],
[153919-187672: A=55.62],
[128592-155641: A=197.05],
[103988-107871: A=135.56],
[118767-127635: A=34.31],
[165164-206960: A=84.63],
[153920-196187: A=0.93],
[137045-152948: A=144.91],
[188578-213376: A=205.06],
[148642-197081: A=227.38],
[123268-142171: A=24.14],
[162780-213965: A=102.67],
[102704-103425: A=184.20],
[185864-197828: A=166.85],
[114562-128320: A=117.96],
[143175-184403: A=226.25],
[134388-159137: A=59.46],
[133668-140816: A=86.51],
[149551-172192: A=249.15],
[138742-161401: A=249.39],
[145875-146917: A=73.26],
[109278-109705: A=170.58],
[112569-120742: A=150.71],
[158890-217014: A=147.01],
[151089-182667: A=9.35],
[163843-168346: A=88.79],
[153774-157806: A=219.50],
[109297-116441: A=147.12],
[107365-110361: A=40.88],
[195564-253923: A=234.37],
[176187-250046: A=164.55],
[179374-239112: A=115.19],
[106091-108370: A=123.11],
[123690-140992: A=45.65],
[166974-184827: A=3.67],
[194985-282421: A=110.13],
[115397-123454: A=174.86],
[192583-246782: A=54.64],
[120138-128425: A=42.89],
[117519-119054: A=152.43],
[128465-133749: A=131.02],
[151986-161361: A=178.54],
[156498-158474: A=230.55],
[167026-218179: A=125.04],
[162096-190679: A=39.06],
[148014-151532: A=92.94],
[198036-209407: A=165.27],
[171323-196988: A=242.47],
[169929-187126: A=108.54],
[134874-155389: A=30.07],
[141003-142958: A=13.98],
[199494-230373: A=56.75],
[181389-229827: A=13.02],
[106579-109109: A=91.16],
[191999-235985: A=104.44],
[137612-156745: A=31.14],
[154189-178330: A=38.17],
[150072-187585: A=29.24],
[152755-181199: A=161.34],
[133051-141597: A=214.48],
[158389-195851: A=2.52],
[136957-170088: A=46.20],
[138554-164416: A=32.20],
[120651-134658: A=198.40],
[163714-189977: A=26.77],
[159085-196093: A=222.39],
[114262-116824: A=3.62],
[166888-195816: A=132.80],
[160637-172728: A=3.13],
[129209-136117: A=228.28],
[143411-179129: A=118.98],
[136748-165968: A=56.29],
[172008-219196: A=213.69],
[181778-256296: A=64.76],
[194776-276774: A=229.91],
[181088-181219: A=89.60],
[191244-213000: A=48.96],
[136565-158831: A=107.32],
[109513-110710: A=133.91],
[171031-236452: A=93.60],
[168723-196155: A=13.46],
[106737-110634: A=145.48],
[157422-209299: A=202.97],
[138140-143258: A=20.30],
[186333-188205: A=21.48],
[135427-138199: A=161.11],
[169770-217895: A=0.02],
[174833-232684: A=196.82],
[157328-212818: A=167.36],
[168303-187043: A=40.47],
[192251-203377: A=247.27],
[120659-135478: A=114.56],
[149980-177654: A=231.67],
[126520-142734: A=101.56],
[188987-259096: A=212.93],
[171931-172302: A=45.96],
[160070-183595: A=24.09],
[161099-216217: A=180.54],
[143360-153111: A=95.36],
[173713-175342: A=213.59],
[159385-215122: A=218.19],
[113088-122952: A=167.97],
[137163-152686: A=3.42],
[135872-139416: A=224.27],
[159721-174181: A=179.82],
[193436-205120: A=195.89],
[176392-240530: A=181.01],
[111361-116845: A=203.81],
[113512-115626: A=118.42],
[120155-125783: A=103.29],
[166362-212334: A=95.88],
[155134-188643: A=68.15],
[151227-157905: A=217.24],
[105192-109324: A=100.66],
[161286-186917: A=212.13],
[180606-213418: A=35.29],
[107054-113527: A=70.59],
[195400-273698: A=58.47],
[147284-153630: A=243.72],
[104460-106133: A=182.53],
[118254-135686: A=197.56],
[190540-242144: A=94.10],
[115329-129516: A=104.89],
[135086-168126: A=244.33],
[107487-109463: A=102.86],
[195311-265217: A=182.23],
[101706-102033: A=84.01],
[142425-144519: A=58.41],
[156108-191783: A=46.74],
[159765-183063: A=165.90],
[143859-169406: A=76.50],
[188801-275819: A=44.28],
[178356-210303: A=5.17],
[118522-120493: A=120.64],
[159974-191418: A=213.64],
[198121-203983: A=37.25],
[170036-178127: A=78.18],
[158947-199576: A=141.33],
[171799-234531: A=144.03],
[168650-230613: A=87.47],
[119956-136186: A=147.98],
[129552-137206: A=32.53],
[181284-189804: A=69.45],
[199793-282703: A=183.12],
[128805-133892: A=102.98],
[129090-152076: A=204.05],
[143791-163628: A=68.56],
[134434-141438: A=16.74],
[139384-146849: A=21.76],
[140238-142723: A=149.10],
[192765-207649: A=218.65],
[134249-141760: A=242.39],
[116946-131605: A=13.23],
[127903-152234: A=237.34],
[178790-256222: A=105.18],
[113902-119363: A=42.84],
[109450-109624: A=211.99],
[114378-118797: A=148.85],
[106641-107034: A=231.65],
[142192-154051: A=188.46],
[157038-163096: A=80.18],
[129027-151955: A=85.89],
[196675-259747: A=237.36],
[197707-229975: A=6.66],
[143075-167034: A=49.68],
[149689-193435: A=140.54],
[103850-107457: A=191.45],
[161898-190662: A=54.21],
[164736-188010: A=26.93],
[126412-131444: A=96.49],
[150192-166089: A=197.13],
[114383-118113: A=242.72],
[144538-173023: A=200.83],
[116936-120797: A=73.45],
[107783-112892: A=131.18],
[138899-174087: A=189.24],
[144879-171120: A=137.16],
[173887-209138: A=10.10],
[124787-141236: A=32.28],
[140538-172203: A=87.85],
[151741-173146: A=32.90],
[194018-213060: A=170.75],
[186456-240786: A=218.27],
[121068-135528: A=96.54],
[164681-190085: A=45.99],
[161040-191713: A=165.15],
[147100-174991: A=126.85],
[134826-169381: A=245.80],
[144234-156132: A=219.90],
[173850-211207: A=96.83],
[133680-159665: A=155.12],
[160827-196701: A=153.74],
[143625-161189: A=39.86],
[198661-250669: A=86.99],
[176734-249922: A=191.90],
[152502-179403: A=32.30],
[196814-289129: A=149.22],
[193464-240001: A=21.70],
[142887-155152: A=54.08],
[170540-236897: A=112.99],
[191854-221280: A=95.84],
[160981-204636: A=227.91],
[192424-235070: A=68.96],
[111616-115154: A=150.18],
[195308-238510: A=198.63],
[117846-127566: A=228.28],
[180401-237833: A=24.82],
[166957-197123: A=163.50],
[105663-110256: A=34.34],
[116543-122268: A=128.25],
[137580-148721: A=184.38],
[167528-225532: A=197.02],
[188193-196514: A=203.25],
[174422-214795: A=176.09],
[155497-206084: A=179.17],
[117750-117934: A=63.32],
[134703-162180: A=177.12],
[100848-101452: A=117.56],
[109492-115385: A=26.61],
[147894-176639: A=23.10],
[115688-125447: A=180.02],
[118119-126601: A=176.68],
[159171-172031: A=132.42],
[130856-142141: A=151.43],
[183817-190920: A=91.26],
[133897-145647: A=184.78],
[138036-141418: A=53.84],
[194961-195860: A=223.12],
[100814-100881: A=74.66],
[181872-233044: A=245.37],
[167641-192723: A=22.25],
[155606-172848: A=7.00],
[113353-125968: A=233.64],
[158511-194761: A=24.45],
[126714-138097: A=193.96],
[163632-166778: A=97.27],
[151833-189142: A=203.41],
[133506-165206: A=236.74],
[140944-143792: A=66.96],
[189433-277156: A=86.49],
[139413-153083: A=96.38],
[157433-214256: A=58.89],
[190007-251790: A=137.88],
[131733-145558: A=41.59],
[191182-250144: A=238.87],
[168455-193371: A=80.65],
[112525-120266: A=79.77],
[171983-214580: A=185.40],
[100999-101970: A=52.20],
[145773-165340: A=212.20],
[127031-132343: A=35.09],
[162377-219592: A=63.00],
[100791-100989: A=11.71],
[176665-221974: A=126.17],
[145690-185392: A=56.96],
[155129-187088: A=158.98],
[163239-210711: A=108.97],
[134803-166800: A=50.84],
[139320-161440: A=51.55],
[127745-133763: A=140.55],
[151121-169903: A=51.81],
[165660-181542: A=15.70],
[165018-170977: A=220.09],
[142403-145298: A=222.59],
[185552-219116: A=197.52],
[132905-163439: A=108.67],
[158232-209846: A=24.65],
[164837-169514: A=234.28],
[123490-143305: A=170.19],
[163158-214177: A=62.10],
[150029-183120: A=199.85],
[177475-223056: A=119.96],
[199664-261183: A=244.16],
[101108-101937: A=144.87],
[184110-201958: A=92.92],
[185741-208944: A=172.93],
[182046-248224: A=130.73],
[106265-111820: A=123.33],
[142519-152894: A=96.26],
[158155-191354: A=82.59],
[174312-198216: A=209.06],
[184857-264755: A=121.37],
[143229-151458: A=217.99],
[134324-145248: A=68.46],
[100220-100319: A=122.25],
[123053-145566: A=244.99],
[142408-179938: A=121.13],
[136928-143212: A=150.93],
[163241-197521: A=167.00],
[191266-206264: A=41.71],
[136375-151204: A=238.11],
[115187-119550: A=172.62],
[153238-203614: A=138.26],
[115015-126926: A=11.72],
[100006-100010: A=93.90],
[155743-157219: A=82.61],
[108219-112698: A=120.75],
[128703-135065: A=200.20],
[109503-115673: A=197.89],
[138284-139484: A=103.39],
[147398-159455: A=151.96],
[139916-176868: A=137.39],
[101803-102121: A=202.59],
[139192-176386: A=0.28],
[173436-243011: A=244.37],
[191438-242242: A=154.95],
[113301-124227: A=117.81],
[143211-146426: A=54.62],
[121754-124750: A=10.65],
[178929-200040: A=21.46],
[199338-292744: A=237.03],
[178251-216990: A=75.63],
[137421-155877: A=78.45],
[127658-151158: A=200.60],
[126293-140419: A=53.87],
[166186-226223: A=84.87],
[140322-152594: A=24.99],
[109146-110847: A=145.00],
[114673-124551: A=40.05],
[194076-271586: A=102.52],
[114780-124520: A=171.52],
[196852-275371: A=112.22],
[107919-113946: A=228.26],
[139571-160152: A=27.90],
[138027-163317: A=115.09],
[171715-220986: A=83.75],
[118863-127892: A=139.42],
[173293-173580: A=150.41],
[178915-192183: A=129.99],
[170377-179199: A=153.42],
[196186-257002: A=92.26],
[103983-107485: A=186.60],
[139695-162042: A=198.56],
[110390-113935: A=98.35],
[178966-218533: A=57.13],
[154329-171040: A=248.42],
[143960-176315: A=194.66],
[123926-135145: A=39.64],
[155078-207590: A=181.50],
[175784-227617: A=63.33],
[103525-105264: A=1.41],
[129778-133281: A=213.00],
[164587-176165: A=81.38],
[129421-145336: A=175.78],
[137479-166803: A=215.65],
[107454-114448: A=235.47],
[157065-173699: A=99.47],
[134413-141432: A=126.11],
[111161-113835: A=52.01],
[140676-175447: A=131.54],
[153056-174146: A=102.35],
[144727-188868: A=78.63],
[183393-227764: A=204.44],
[102010-103582: A=29.05],
[134824-159113: A=174.46],
[117774-119024: A=248.41],
[186929-200710: A=207.39],
[145648-150101: A=151.91],
[105089-109290: A=223.71],
[122064-127856: A=114.52],
[128965-132255: A=133.78],
[152687-176928: A=245.52],
[102898-105451: A=34.04],
[144164-183993: A=187.37],
[169112-185976: A=5.66],
[104674-105092: A=88.19],
[176267-232222: A=144.34],
[149849-197257: A=85.58],
[194042-263706: A=164.26],
[129400-132656: A=68.63],
[189902-224543: A=61.70],
[173145-186052: A=53.53],
[152357-166082: A=125.08],
[144049-183587: A=31.85],
[152907-194027: A=117.02],
[169268-185195: A=157.69],
[189008-221151: A=136.54],
[155344-210308: A=199.10],
[163266-184572: A=111.30],
[170910-177502: A=119.71],
[141266-171234: A=26.19],
[166187-209493: A=184.96],
[162098-210995: A=188.56],
[113695-116046: A=82.71],
[198733-246962: A=243.21],
[169560-214525: A=235.06],
[112095-121906: A=53.43],
[137278-159439: A=116.71],
[114797-117683: A=164.10],
[135170-139489: A=28.13],
[163921-221483: A=36.92],
[111687-111802: A=59.91],
[165256-188086: A=15.08],
[112578-117929: A=51.23],
[191932-240310: A=106.17],
[126546-143163: A=133.42],
[124184-147610: A=199.10],
[175915-210459: A=12.72],
[156636-212359: A=22.22],
[152666-158266: A=86.12],
[110410-111342: A=220.85],
[185825-261414: A=150.73],
[128858-144607: A=237.77],
[182970-204209: A=22.85],
[157194-162687: A=123.65],
[148288-163410: A=3.11],
[195770-217998: A=161.65],
[171453-189711: A=132.81],
[123777-127936: A=205.78],
[137176-168413: A=186.45],
[199024-283788: A=24.14],
[125612-148012: A=106.38],
[174556-182325: A=237.50],
[199462-257991: A=63.64],
[138931-175378: A=116.40],
[164031-180685: A=95.47],
[112477-121265: A=45.45],
[117295-124012: A=117.15],
[164762-223980: A=66.96],
[158866-205403: A=240.00],
[165835-208356: A=179.36],
[181946-225602: A=53.68],
[127843-150118: A=227.21],
[143859-161314: A=140.85],
[186972-238786: A=59.09],
[127157-139741: A=147.98],
[162189-162265: A=11.06],
[181244-227089: A=7.07],
[139926-171389: A=247.28],
[164079-219738: A=115.62],
[142613-177567: A=113.73],
[167775-214526: A=45.53],
[173646-221724: A=34.41],
[184949-230289: A=67.52],
[114560-122128: A=207.39],
[192682-202836: A=70.26],
[117794-135122: A=160.19],
[111436-122619: A=205.57],
[149673-179372: A=49.21],
[133623-142903: A=17.79],
[186802-206428: A=148.41],
[160650-204987: A=171.09],
[194111-227178: A=4.62],
[158972-164804: A=98.52],
[113193-125817: A=149.27],
[123387-138532: A=215.19],
[147445-156252: A=210.38],
[179401-243260: A=67.21],
[134982-150074: A=127.04],
[153453-166277: A=47.82],
[198544-268758: A=103.81],
[171619-233128: A=110.33],
[173421-226782: A=192.21],
[111894-121535: A=129.45],
[122232-126267: A=40.96],
[182195-259194: A=172.13],
[103838-104813: A=3.35],
[175692-234093: A=133.73],
[138487-144106: A=169.20],
[171813-181220: A=196.50],
[192098-222091: A=45.29],
[190526-205066: A=220.62],
[180464-250602: A=208.81],
[127025-134958: A=73.26],
[109858-115042: A=36.85],
[163399-207001: A=214.01],
[186925-238893: A=24.97],
[114328-126564: A=134.37],
[194900-248355: A=21.17],
[129180-138514: A=168.97],
[115425-130807: A=93.24],
[134444-151460: A=229.23],
[109001-113939: A=94.32],
[101842-102219: A=205.06],
[151584-153176: A=162.54],
[135548-157062: A=243.17],
[141740-148861: A=15.44],
[191486-228307: A=136.15],
[182729-252006: A=141.83],
[117606-124286: A=161.29],
[151247-178848: A=220.99],
[178315-242316: A=183.69],
[124538-134012: A=194.75],
[133314-143551: A=135.80],
[176192-251376: A=38.77],
[128021-129031: A=28.13],
[167193-192286: A=8.14],
[142872-162096: A=123.78],
[161464-195954: A=216.22],
[191874-196655: A=179.76],
[173678-245133: A=244.69],
[130052-149008: A=184.94],
[149018-178724: A=75.21],
[120086-124558: A=16.32],
[140049-155853: A=230.94],
[164287-207989: A=8.55],
[153143-178698: A=30.64],
[148258-177305: A=83.74],
[197619-219008: A=79.18],
[131289-150546: A=247.75],
[145600-174311: A=194.76],
[135776-137107: A=102.12],
[139949-170829: A=183.97],
[164022-191046: A=33.86],
[193667-246782: A=61.04],
[129853-131632: A=91.34],
[138940-169420: A=192.82],
[157485-193886: A=36.96],
[199628-208205: A=16.71],
[128604-144110: A=208.38],
[130334-153627: A=220.44],
[129662-156103: A=108.21],
[137583-137926: A=25.29],
[135361-161797: A=198.33],
[118117-131559: A=234.18],
[165684-204405: A=102.41],
[175246-247086: A=199.40],
[110289-114676: A=91.33],
[169262-224416: A=247.59],
[145602-156056: A=203.13],
[161690-198446: A=239.94],
[184718-258596: A=185.04],
[119307-137100: A=36.78],
[173813-231489: A=135.85],
[163007-163282: A=189.97],
[129319-142842: A=205.32],
[135824-159899: A=232.43],
[159742-207568: A=170.94],
[141677-154924: A=169.89],
[180991-259385: A=164.72],
[111612-113343: A=4.61],
[183447-265898: A=93.84],
[197050-234357: A=20.71],
[184565-224364: A=190.03],
[147810-174556: A=166.63],
[109092-111635: A=64.49],
[193454-234464: A=137.54],
[123184-137208: A=65.41],
[166877-216408: A=12.45],
[117119-119687: A=145.84],
[105517-108230: A=94.74],
[172144-187174: A=104.83],
[159151-160363: A=109.56],
[174056-219914: A=225.35],
[198405-270553: A=224.34],
[153816-203251: A=108.62],
[171141-226190: A=165.63],
[114810-116248: A=104.88],
[106173-110925: A=96.20],
[177102-231704: A=168.64],
[107310-111048: A=212.42],
[101306-102090: A=232.49],
[164130-189098: A=95.16],
[171849-235843: A=68.78],
[156773-198590: A=9.15],
[197425-208363: A=184.24],
[116527-124463: A=101.87],
[113699-118202: A=173.26],
[152090-175830: A=69.60],
[154700-177956: A=142.20],
[126859-153183: A=101.80],
[176247-234636: A=202.34],
[167258-192031: A=63.90],
[123629-138379: A=155.87],
[184547-256334: A=216.90],
[116574-123736: A=132.17],
[140721-172349: A=54.57],
[140725-163462: A=100.63],
[195456-240839: A=68.44],
[130744-136525: A=44.47],
[193099-268346: A=90.88],
[135896-142014: A=204.35],
[134339-137891: A=153.60],
[163873-202920: A=19.31],
[150229-152786: A=192.76],
[116056-131063: A=215.29],
[187828-199007: A=145.40],
[118811-121222: A=86.77],
[124201-141874: A=31.85],
[118870-123953: A=106.74],
[172064-205367: A=217.42],
[153897-173024: A=8.13],
[165438-225357: A=168.32],
[196127-261536: A=81.09],
[152324-202989: A=112.23],
[179559-248316: A=221.98],
[180322-236660: A=164.97],
[175629-190415: A=177.19],
[108483-116487: A=13.35],
[130320-132383: A=217.99],
[158984-174339: A=143.94],
[118789-126565: A=78.65],
[190700-271276: A=214.52],
[183070-184360: A=219.09],
[197976-213666: A=223.33],
[104541-104712: A=197.38],
[198670-276447: A=247.17],
[159806-162094: A=128.31],
[163868-178453: A=120.90],
[130301-150156: A=27.82],
[147629-173553: A=79.45],
[135760-163668: A=39.82],
[191551-278704: A=84.26],
[164733-175128: A=215.00],
[103403-105159: A=38.87],
[146957-166859: A=209.78],
[161048-214441: A=88.25],
[161866-168765: A=248.04],
[183957-215755: A=134.38],
[110346-118465: A=240.93],
[189155-230099: A=176.32],
[162993-192898: A=106.61],
[189577-213789: A=12.77],
[191939-220367: A=46.88],
[189466-192693: A=67.40],
[147510-152420: A=34.99],
[184065-235372: A=32.22],
[101879-102516: A=108.69],
[114814-118241: A=248.95],
[158655-196560: A=111.87],
[194085-258300: A=208.56],
[122662-138532: A=144.18],
[117558-132885: A=129.72],
[115815-131287: A=75.08],
[175775-180593: A=212.71],
[165978-191303: A=113.35],
[170846-188679: A=48.55],
[142775-164760: A=7.74],
[110115-119641: A=202.93],
[197900-220539: A=193.77],
[107654-112160: A=20.25],
[152412-172573: A=60.92],
[146401-152247: A=32.21],
[157476-202532: A=94.04],
[133163-140592: A=190.78],
[197245-280005: A=32.99],
[107728-107952: A=23.13],
[199783-296353: A=153.74],
[186401-197001: A=178.18],
[141145-171917: A=228.76],
[167979-199770: A=127.33],
[166571-176729: A=163.69],
[130036-131260: A=53.75],
[188093-210527: A=152.72],
[112476-114810: A=183.49],
[109415-115305: A=230.29],
[116491-122924: A=230.04],
[188553-239901: A=65.94],
[143241-168101: A=180.34],
[154216-208030: A=218.93],
[109685-113314: A=162.31],
[194676-210320: A=198.24],
[199860-257998: A=133.72],
[184986-211127: A=134.29],
[116258-128017: A=78.32],
[175816-184417: A=127.49],
[146164-151031: A=25.10],
[109928-110954: A=146.32],
[112310-114240: A=201.24],
[194113-282158: A=217.47],
[103454-105148: A=178.41],
[157198-209128: A=48.30],
[177362-227745: A=102.12],
[113806-120367: A=196.82],
[141582-182350: A=216.83],
[149083-193211: A=203.66],
[156760-200297: A=165.91],
[105874-111054: A=38.34],
[181117-246185: A=246.47],
[108687-116000: A=152.43],
[130011-155489: A=154.74],
[151215-153210: A=227.41],
[181566-197070: A=144.31],
[116108-127435: A=209.35],
[191601-205300: A=117.28],
[121060-133130: A=128.08],
[142812-158076: A=80.99],
[169325-174017: A=65.72],
[171860-179736: A=72.70],
[193349-239820: A=7.99],
[120727-132340: A=213.23],
[106058-106604: A=188.50],
[199560-239989: A=189.51],
[189957-219262: A=189.76],
[184685-246426: A=94.35],
[186907-189515: A=15.86],
[194713-224228: A=180.99],
[129979-134949: A=207.62],
[108186-115771: A=226.08],
[186588-256197: A=217.59],
[142973-155243: A=196.37],
[119989-134922: A=195.72],
[197145-257417: A=217.05],
[175202-189233: A=66.80],
[190586-214258: A=14.03],
[101935-102275: A=237.73],
[111562-117097: A=132.58],
[162000-193333: A=97.85],
[193311-246409: A=33.21],
[164703-215307: A=32.62],
[159216-194443: A=190.94],
[180110-187917: A=78.42],
[161536-222747: A=25.34],
[184663-252008: A=153.37],
[130216-139371: A=107.87],
[141995-158656: A=84.64],
[184896-188271: A=17.33],
[170969-219029: A=127.45],
[193225-263138: A=232.22],
[160355-180258: A=28.53],
[195845-245967: A=200.84],
[127743-154267: A=137.92],
[198273-258606: A=230.99],
[180470-234440: A=49.11],
[151051-161221: A=138.24],
[154469-156000: A=74.13],
[118196-130092: A=76.53],
[116172-120097: A=158.20],
[138493-140354: A=193.49],
[179371-252592: A=163.88],
[108937-112257: A=31.69],
[137735-168663: A=156.74],
[154214-178205: A=221.93],
[181906-202343: A=218.69],
[144258-182496: A=133.82],
[173641-214387: A=5.83],
[152428-189465: A=246.14],
[188457-198516: A=116.41],
[123039-128820: A=34.95],
[168187-204308: A=203.63],
[102353-102619: A=46.47],
[163776-184785: A=179.54],
[180765-211388: A=231.76],
[181509-215804: A=44.47],
[102371-104187: A=198.93],
[105501-108350: A=194.79],
[181307-260172: A=38.37],
[184087-223862: A=162.93],
[113077-121058: A=152.85],
[164361-171363: A=22.27],
[117260-131765: A=96.85],
[101719-103341: A=86.87],
[141043-157601: A=141.75],
[193452-286488: A=206.26],
[117174-122433: A=45.89],
[161387-177059: A=233.09],
[139534-176232: A=64.55],
[138975-154474: A=129.35],
[165379-188795: A=212.63],
[151151-159243: A=128.14],
[111759-120357: A=6.67],
[155404-204207: A=176.21],
[168292-211321: A=12.98],
[143953-157023: A=204.49],
[135197-161298: A=230.61],
[102565-103715: A=110.98],
[172323-233965: A=92.44],
[139262-163439: A=124.95],
[138424-170758: A=166.58],
[160608-187738: A=242.70],
[100634-100814: A=216.07],
[150042-190880: A=167.18],
[130661-156943: A=92.79],
[193028-208145: A=201.95],
[189405-201733: A=124.21],
[106399-112731: A=148.99],
[109097-111126: A=170.60],
[147905-191631: A=184.95],
[174672-230383: A=86.86],
[190896-230599: A=68.70],
[187666-216375: A=72.25],
[195352-274197: A=97.12],
[134341-157256: A=190.16],
[133300-151120: A=242.36],
[167942-188126: A=14.20],
[136331-146133: A=163.50],
[169233-194959: A=143.20],
[121366-126993: A=42.58],
[105060-109461: A=89.48],
[120507-130186: A=47.43],
[138126-149690: A=158.16],
[192895-206157: A=168.34],
[133240-149178: A=123.81],
[149027-155123: A=201.90],
[145792-149244: A=21.47],
[122979-125325: A=163.94],
[191102-237979: A=210.45],
[146799-167919: A=127.54],
[121337-139204: A=107.17],
[176593-233523: A=200.82],
[125907-134460: A=185.35],
[116524-122322: A=182.42],
[105650-109566: A=16.31],
[113482-122298: A=74.08],
[190613-278293: A=49.13],
[137836-165917: A=241.62],
[158584-215372: A=223.46],
[119797-130472: A=19.37],
[192615-261214: A=191.17],
[176267-210778: A=156.71],
[181210-205554: A=154.16],
[192981-243979: A=148.84],
[172328-195954: A=70.71],
[170709-221848: A=72.01],
[198512-244947: A=114.60],
[172831-188139: A=18.81],
[107879-112256: A=128.38],
[134290-154082: A=143.48],
[170646-202732: A=235.56],
[191300-230162: A=223.55],
[173499-208158: A=166.45],
[118958-129905: A=110.77],
[153854-200218: A=241.97],
[193829-251333: A=65.58],
[112264-122189: A=169.77],
[142174-145379: A=178.22],
[140208-168210: A=137.42],
[159393-164120: A=98.03],
[189454-209223: A=198.17],
[185152-239179: A=228.44],
[191179-258274: A=141.00],
[145558-178547: A=125.86],
[175095-194884: A=5.08],
[175528-215493: A=193.30],
[199506-297914: A=107.35],
[131789-142633: A=80.03],
[188744-250304: A=142.76],
[188370-199736: A=130.46],
[137419-161784: A=128.99],
[124782-126192: A=233.06],
[168995-206292: A=137.83],
[127960-128769: A=61.35],
[163427-210076: A=50.11],
[191331-240342: A=76.43],
[162482-201907: A=96.85],
[181096-261992: A=157.41],
[114044-124726: A=101.90],
[104133-107203: A=40.93],
[187413-270011: A=174.96],
[189724-193660: A=223.52],
[134885-150007: A=70.00],
[130721-160214: A=41.85],
[149955-166118: A=13.49],
[102955-105686: A=221.52],
[106775-113487: A=232.32],
[104562-106819: A=200.19],
[172363-235800: A=45.88],
[173421-198993: A=60.87],
[105032-105885: A=64.94],
[123153-144389: A=87.19],
[105751-111027: A=64.96],
[140519-179256: A=11.02],
[133662-165164: A=111.09],
[124492-144525: A=153.77],
[133943-154153: A=78.11],
[125013-141361: A=151.46],
[170193-234223: A=196.11],
[123196-137815: A=140.76],
[133445-136613: A=0.85],
[155471-204130: A=129.16],
[144965-160695: A=218.74],
[165142-223519: A=106.84],
[139777-176517: A=107.26],
[114877-125931: A=223.73],
[176202-203876: A=179.86],
[122547-142437: A=214.85],
[174602-199715: A=43.18],
[126347-128419: A=54.70],
[103765-104587: A=204.26],
[132594-162477: A=248.15],
[189678-211581: A=157.94],
[180720-221079: A=34.25],
[131388-152269: A=225.19],
[173910-247453: A=243.36],
[168158-217307: A=202.16],
[126493-144427: A=199.38],
[151438-192572: A=87.78],
[185927-202298: A=29.25],
[121704-130019: A=246.99],
[176992-182443: A=161.78],
[181926-252668: A=6.47],
[170043-236606: A=79.38],
[176433-244873: A=135.64],
[146688-191974: A=81.03],
[106771-111044: A=217.19],
[173716-209246: A=49.48],
[111258-118136: A=189.58],
[135209-155788: A=104.77],
[161170-213480: A=134.08],
[170810-197295: A=206.99],
[163729-174631: A=121.86],
[190250-228420: A=173.33],
[108055-109265: A=145.55],
[162760-182780: A=111.20],
[159787-207476: A=145.60],
[149880-184561: A=130.54],
[111982-120815: A=69.63],
[139048-146104: A=243.62],
[133019-145305: A=30.04],
[190583-196401: A=18.09],
[113269-116719: A=5.94],
[195351-199926: A=107.47],
[187011-193895: A=183.69],
[129640-147961: A=204.20],
[125458-132070: A=72.79],
[126076-129478: A=21.87],
[147423-169192: A=103.08],
[130154-159992: A=90.96],
[161535-219162: A=195.87],
[134100-164257: A=221.60],
[183338-198645: A=234.88],
[135258-166551: A=41.39],
[161155-172029: A=28.87],
[174907-216542: A=52.03],
[158992-170056: A=112.44],
[152293-175764: A=116.75],
[159730-200656: A=55.09],
[175789-194930: A=160.33],
[122200-142190: A=43.08],
[194611-237550: A=214.02],
[156205-193744: A=180.55],
[124547-149033: A=247.86],
[155676-157608: A=147.99],
[153869-162695: A=172.38],
[143945-181695: A=249.38],
[129893-142317: A=13.42],
[138463-155908: A=46.14],
[167578-210381: A=129.88],
[143272-165462: A=249.69],
[139733-149823: A=161.76],
[129038-129552: A=40.83],
[104061-105507: A=101.32],
[145920-186951: A=108.33],
[125896-130116: A=166.89],
[147632-195005: A=5.57],
[111963-120781: A=102.39],
[130755-154466: A=150.55],
[105144-107391: A=137.60],
[108828-112640: A=198.08],
[149920-188629: A=12.21],
[174908-212377: A=186.26],
[105580-106236: A=11.94],
[108939-111163: A=228.81],
[198765-260510: A=40.25],
[112446-120731: A=182.68],
[112687-116858: A=26.06],
[190779-219953: A=189.78],
[167263-230694: A=196.24],
[182790-224217: A=62.79],
[192340-208762: A=60.67],
[161354-189812: A=144.55],
[174324-226208: A=246.89],
[146565-179862: A=30.59],
[195703-207376: A=51.46],
[149480-164785: A=6.40],
[194041-235720: A=25.85],
[104215-107534: A=103.41],
[138138-148681: A=51.74],
[161045-162645: A=141.96],
[117507-133090: A=197.67],
[144945-184666: A=205.22],
[159157-203798: A=172.70],
[106190-111880: A=17.30],
[124175-146430: A=6.76],
[163982-208892: A=134.83],
[189051-199944: A=115.41],
[136424-171309: A=199.79],
[128429-135506: A=235.14],
